participant_id,player_alive,group_avg_contribution,player_contribution,round_number,gender,age,treatment
649,1,5.54,8,3,M,20,PGG1000
650,1,5.54,8,3,M,20,PGG1000
651,1,5.54,4,3,F,24,PGG1000
652,1,5.54,6,3,F,39,PGG1000
653,1,5.54,6,3,F,53,PGG1000
654,1,5.54,6,3,M,50,PGG1000
655,1,5.54,2,3,F,23,PGG1000
656,1,5.54,6,3,F,18,PGG1000
657,1,5.54,0,3,M,24,PGG1000
658,1,5.54,6,3,F,37,PGG1000
659,1,5.54,10,3,M,32,PGG1000
660,1,5.54,1,3,F,25,PGG1000
661,1,5.54,6,3,F,28,PGG1000
662,1,5.54,4,3,F,27,PGG1000
663,0,5.54,0,3,F,36,PGG1000
664,1,5.54,0,3,M,37,PGG1000
665,1,5.54,2,3,F,51,PGG1000
666,0,5.54,0,3,F,31,PGG1000
667,1,5.54,8,3,F,27,PGG1000
668,1,5.54,10,3,F,30,PGG1000
669,1,5.54,10,3,F,27,PGG1000
670,1,5.54,0,3,F,25,PGG1000
671,1,5.54,6,3,M,25,PGG1000
672,1,5.54,4,3,F,34,PGG1000
673,1,5.54,10,3,M,24,PGG1000
674,1,5.54,4,3,M,30,PGG1000
675,1,5.54,4,3,M,55,PGG1000
676,1,5.54,10,3,M,44,PGG1000
677,1,5.54,10,3,M,55,PGG1000
678,1,5.54,6,3,F,25,PGG1000
679,1,5.54,2,3,F,19,PGG1000
680,0,5.54,0,3,F,37,PGG1000
681,1,5.54,4,3,F,28,PGG1000
682,1,5.54,6,3,M,22,PGG1000
683,1,5.54,4,3,F,34,PGG1000
684,1,5.54,10,3,F,42,PGG1000
685,0,5.54,0,3,M,25,PGG1000
686,1,5.54,10,3,F,37,PGG1000
687,1,5.54,0,3,M,26,PGG1000
688,1,5.54,10,3,F,31,PGG1000
689,1,5.54,10,3,F,31,PGG1000
690,1,5.54,10,3,F,47,PGG1000
691,1,5.54,4,3,F,35,PGG1000
692,1,5.54,4,3,M,21,PGG1000
693,1,5.54,6,3,M,68,PGG1000
694,1,5.54,6,3,M,49,PGG1000
695,1,5.54,4,3,F,26,PGG1000
696,1,5.54,10,3,F,36,PGG1000
697,1,5.54,8,3,F,21,PGG1000
698,1,5.54,10,3,F,38,PGG1000
699,1,5.54,4,3,M,21,PGG1000
700,1,5.54,10,3,F,21,PGG1000
701,1,5.54,4,3,F,24,PGG1000
702,1,5.54,4,3,M,40,PGG1000
703,1,5.54,6,3,M,21,PGG1000
704,0,5.54,0,3,F,43,PGG1000
705,1,5.54,6,3,F,25,PGG1000
706,1,5.54,4,3,F,37,PGG1000
707,1,5.54,0,3,F,21,PGG1000
708,1,5.54,6,3,M,29,PGG1000
709,1,5.54,10,3,M,54,PGG1000
710,0,5.54,0,3,M,19,PGG1000
711,1,5.54,10,3,F,30,PGG1000
712,1,5.54,8,3,F,45,PGG1000
713,1,5.54,6,3,F,22,PGG1000
714,1,5.54,8,3,F,25,PGG1000
715,1,5.54,10,3,M,41,PGG1000
716,0,5.54,0,3,M,21,PGG1000
717,1,5.54,9,3,M,28,PGG1000
718,1,5.54,0,3,M,31,PGG1000
719,1,5.54,8,3,F,38,PGG1000
720,1,5.54,10,3,F,52,PGG1000
721,1,5.54,8,3,F,29,PGG1000
722,0,5.54,0,3,F,32,PGG1000
723,1,5.54,6,3,F,42,PGG1000
724,1,5.54,10,3,M,40,PGG1000
725,1,5.54,6,3,F,39,PGG1000
726,1,5.54,10,3,M,38,PGG1000
727,1,5.54,2,3,F,21,PGG1000
728,1,5.54,0,3,F,27,PGG1000
729,1,5.54,10,3,M,61,PGG1000
730,1,5.54,2,3,F,23,PGG1000
731,1,5.54,0,3,F,21,PGG1000
732,1,5.54,10,3,F,33,PGG1000
733,1,5.54,10,3,M,34,PGG1000
734,1,5.54,0,3,M,28,PGG1000
735,1,5.54,10,3,F,24,PGG1000
736,1,5.54,8,3,F,64,PGG1000
737,1,5.54,10,3,M,48,PGG1000
738,1,5.54,4,3,F,26,PGG1000
739,1,5.54,6,3,F,39,PGG1000
740,1,5.54,8,3,M,26,PGG1000
741,1,5.54,4,3,M,24,PGG1000
742,1,5.54,10,3,M,39,PGG1000
743,1,5.54,6,3,F,44,PGG1000
744,0,5.54,0,3,M,41,PGG1000
745,1,5.54,10,3,F,45,PGG1000
746,1,5.54,4,3,F,30,PGG1000
747,1,5.54,6,3,F,55,PGG1000
748,1,5.54,10,3,F,43,PGG1000
749,1,5.54,8,3,F,30,PGG1000
750,0,5.54,0,3,M,24,PGG1000
751,1,5.54,6,3,M,56,PGG1000
752,1,5.54,2,3,F,44,PGG1000
753,1,5.54,10,3,M,51,PGG1000
754,1,5.54,2,3,F,37,PGG1000
755,1,5.54,6,3,F,21,PGG1000
756,1,5.54,6,3,F,46,PGG1000
757,1,5.54,8,3,F,43,PGG1000
758,1,5.54,6,3,F,23,PGG1000
759,1,5.54,6,3,M,22,PGG1000
760,1,5.54,6,3,F,31,PGG1000
761,1,5.54,4,3,F,29,PGG1000
762,0,5.54,0,3,M,35,PGG1000
763,1,5.54,0,3,M,23,PGG1000
764,1,5.54,0,3,M,24,PGG1000
765,1,5.54,6,3,M,40,PGG1000
766,1,5.54,5,3,F,58,PGG1000
767,1,5.54,6,3,F,27,PGG1000
768,1,5.54,6,3,F,32,PGG1000
769,1,5.54,8,3,F,26,PGG1000
770,0,5.54,0,3,M,23,PGG1000
771,1,5.54,8,3,F,23,PGG1000
772,1,5.54,6,3,F,51,PGG1000
773,1,5.54,10,3,M,25,PGG1000
774,1,5.54,6,3,M,30,PGG1000
775,0,5.54,0,3,F,40,PGG1000
776,1,5.54,10,3,M,35,PGG1000
777,1,5.54,2,3,F,50,PGG1000
778,1,5.54,10,3,M,33,PGG1000
779,1,5.54,6,3,F,40,PGG1000
780,0,5.54,0,3,M,24,PGG1000
781,1,5.54,4,3,F,42,PGG1000
782,1,5.54,10,3,F,46,PGG1000
783,1,5.54,4,3,F,31,PGG1000
784,1,5.54,10,3,M,40,PGG1000
785,1,5.54,2,3,F,33,PGG1000
786,1,5.54,6,3,F,22,PGG1000
787,0,5.54,0,3,M,42,PGG1000
788,1,5.54,4,3,M,49,PGG1000
789,1,5.54,8,3,F,57,PGG1000
790,1,5.54,0,3,F,27,PGG1000
791,1,5.54,0,3,F,26,PGG1000
792,1,5.54,2,3,M,22,PGG1000
793,1,5.54,2,3,M,23,PGG1000
794,1,5.54,0,3,F,29,PGG1000
795,1,5.54,4,3,F,51,PGG1000
796,1,5.54,10,3,M,44,PGG1000
797,0,5.54,0,3,M,24,PGG1000
798,1,5.54,6,3,F,19,PGG1000
799,1,5.54,2,3,M,21,PGG1000
800,1,5.54,10,3,F,34,PGG1000
801,1,5.54,4,3,M,23,PGG1000
802,1,5.54,6,3,F,48,PGG1000
803,1,5.54,4,3,F,23,PGG1000
804,1,5.54,6,3,F,20,PGG1000
805,1,5.54,4,3,M,32,PGG1000
806,1,5.54,8,3,M,33,PGG1000
807,1,5.54,0,3,M,21,PGG1000
808,1,5.54,6,3,F,37,PGG1000
809,1,5.54,6,3,M,22,PGG1000
810,1,5.54,2,3,F,27,PGG1000
811,0,5.54,0,3,M,24,PGG1000
812,1,5.54,6,3,M,23,PGG1000
813,1,5.54,8,3,F,23,PGG1000
814,1,5.54,8,3,M,22,PGG1000
815,1,5.54,8,3,F,30,PGG1000
816,1,5.54,2,3,F,22,PGG1000
817,1,5.54,2,3,M,40,PGG1000
818,1,5.54,6,3,M,20,PGG1000
819,1,5.54,8,3,F,29,PGG1000
820,1,5.54,10,3,M,35,PGG1000
821,1,5.54,6,3,M,24,PGG1000
822,1,5.54,8,3,F,35,PGG1000
823,1,5.54,6,3,F,20,PGG1000
824,1,5.54,2,3,F,57,PGG1000
825,1,5.54,6,3,M,22,PGG1000
826,1,5.54,6,3,F,41,PGG1000
827,1,5.54,8,3,F,19,PGG1000
828,1,5.54,10,3,M,20,PGG1000
829,1,5.54,4,3,F,51,PGG1000
830,1,5.54,8,3,M,32,PGG1000
831,1,5.54,4,3,F,40,PGG1000
832,1,5.54,6,3,M,63,PGG1000
833,1,5.54,10,3,M,22,PGG1000
834,1,5.54,6,3,F,18,PGG1000
835,1,5.54,8,3,M,23,PGG1000
836,1,5.54,6,3,M,36,PGG1000
837,1,5.54,2,3,F,24,PGG1000
838,1,5.54,4,3,F,24,PGG1000
839,1,5.54,2,3,M,20,PGG1000
840,1,5.54,4,3,F,19,PGG1000
841,1,5.54,10,3,F,46,PGG1000
842,1,5.54,6,3,F,24,PGG1000
843,1,5.54,4,3,F,47,PGG1000
844,1,5.54,6,3,F,26,PGG1000
845,1,5.54,6,3,F,37,PGG1000
846,1,5.54,2,3,F,19,PGG1000
847,1,5.54,6,3,M,47,PGG1000
848,1,5.54,10,3,F,51,PGG1000
849,1,5.54,6,3,F,22,PGG1000
850,1,5.54,6,3,M,55,PGG1000
851,1,5.54,0,3,F,26,PGG1000
852,0,5.54,0,3,F,51,PGG1000
853,1,5.54,6,3,F,19,PGG1000
854,1,5.54,6,3,M,31,PGG1000
855,1,5.54,4,3,F,27,PGG1000
856,1,5.54,0,3,F,19,PGG1000
857,1,5.54,6,3,M,23,PGG1000
858,1,5.54,10,3,F,42,PGG1000
859,1,5.54,10,3,F,21,PGG1000
860,1,5.54,6,3,M,51,PGG1000
861,0,5.54,0,3,M,24,PGG1000
862,1,5.54,10,3,M,23,PGG1000
863,1,5.54,8,3,F,41,PGG1000
864,1,5.54,8,3,M,21,PGG1000
865,1,5.54,6,3,F,21,PGG1000
866,1,5.54,4,3,F,45,PGG1000
867,1,5.54,6,3,M,24,PGG1000
868,1,5.54,0,3,M,24,PGG1000
869,0,5.54,0,3,F,19,PGG1000
870,1,5.54,6,3,F,49,PGG1000
871,1,5.54,0,3,F,24,PGG1000
872,1,5.54,10,3,F,26,PGG1000
873,1,5.54,4,3,F,21,PGG1000
874,1,5.54,8,3,F,23,PGG1000
875,1,5.54,2,3,M,22,PGG1000
876,1,5.54,0,3,F,27,PGG1000
877,1,5.54,0,3,F,20,PGG1000
878,1,5.54,0,3,F,23,PGG1000
879,1,5.54,4,3,M,39,PGG1000
880,1,5.54,0,3,M,23,PGG1000
881,1,5.54,4,3,F,51,PGG1000
882,1,5.54,0,3,M,23,PGG1000
883,1,5.54,10,3,M,23,PGG1000
884,1,5.54,0,3,F,28,PGG1000
885,1,5.54,0,3,F,24,PGG1000
886,1,5.54,4,3,M,22,PGG1000
887,1,5.54,4,3,M,26,PGG1000
888,1,5.54,10,3,F,19,PGG1000
889,1,5.54,0,3,F,25,PGG1000
890,1,5.54,4,3,F,27,PGG1000
891,1,5.54,0,3,F,28,PGG1000
892,1,5.54,6,3,F,22,PGG1000
893,1,5.54,6,3,M,24,PGG1000
894,1,5.54,4,3,M,27,PGG1000
895,1,5.54,2,3,M,20,PGG1000
896,1,5.54,6,3,F,21,PGG1000
897,1,5.54,6,3,F,27,PGG1000
898,1,5.54,4,3,F,21,PGG1000
899,1,5.54,6,3,M,23,PGG1000
900,1,5.54,0,3,M,24,PGG1000
901,1,5.54,0,3,F,21,PGG1000
902,1,5.54,6,3,F,28,PGG1000
903,1,5.54,6,3,M,21,PGG1000
904,1,5.54,10,3,M,24,PGG1000
905,1,5.54,0,3,M,22,PGG1000
906,0,5.54,0,3,M,23,PGG1000
907,1,5.54,6,3,M,22,PGG1000
908,1,5.54,0,3,M,21,PGG1000
909,1,5.54,0,3,F,21,PGG1000
910,1,5.54,2,3,M,24,PGG1000
911,1,5.54,8,3,M,48,PGG1000
912,1,5.54,8,3,F,25,PGG1000
913,1,5.54,6,3,M,30,PGG1000
914,1,5.54,6,3,F,26,PGG1000
915,1,5.54,0,3,F,24,PGG1000
916,1,5.54,2,3,F,21,PGG1000
917,0,5.54,0,3,M,22,PGG1000
918,1,5.54,0,3,F,27,PGG1000
919,1,5.54,2,3,F,29,PGG1000
920,1,5.54,8,3,F,25,PGG1000
921,0,5.54,0,3,#N/A,#N/A,PGG1000
922,1,5.54,6,3,F,23,PGG1000
923,1,5.54,6,3,F,27,PGG1000
924,0,5.54,0,3,F,21,PGG1000
925,1,5.54,4,3,F,22,PGG1000
926,1,5.54,2,3,F,20,PGG1000
927,1,5.54,2,3,F,30,PGG1000
928,1,5.54,6,3,M,21,PGG1000
929,0,5.54,0,3,F,27,PGG1000
930,1,5.54,4,3,M,21,PGG1000
931,1,5.54,0,3,M,33,PGG1000
932,1,5.54,6,3,F,24,PGG1000
933,1,5.54,6,3,F,25,PGG1000
934,0,5.54,0,3,F,23,PGG1000
935,1,5.54,0,3,M,32,PGG1000
936,1,5.54,10,3,F,27,PGG1000
937,1,5.54,10,3,F,54,PGG1000
938,1,5.54,6,3,M,20,PGG1000
939,1,5.54,8,3,M,24,PGG1000
940,1,5.54,2,3,M,23,PGG1000
941,1,5.54,6,3,F,24,PGG1000
942,1,5.54,4,3,F,19,PGG1000
943,1,5.54,6,3,M,23,PGG1000
944,1,5.54,8,3,F,22,PGG1000
945,1,5.54,6,3,M,28,PGG1000
946,1,5.54,2,3,F,35,PGG1000
947,1,5.54,4,3,F,23,PGG1000
948,1,5.54,10,3,M,22,PGG1000
949,1,5.54,0,3,F,22,PGG1000
950,1,5.54,6,3,F,21,PGG1000
951,1,5.54,0,3,F,23,PGG1000
952,0,5.54,0,3,F,21,PGG1000
953,1,5.54,4,3,M,33,PGG1000
954,1,5.54,6,3,F,22,PGG1000
955,1,5.54,0,3,F,26,PGG1000
956,1,5.54,6,3,F,25,PGG1000
957,0,5.54,0,3,M,28,PGG1000
958,1,5.54,10,3,M,37,PGG1000
959,1,5.54,10,3,M,36,PGG1000
960,1,5.54,6,3,F,35,PGG1000
961,1,5.54,0,3,M,20,PGG1000
962,1,5.54,4,3,M,42,PGG1000
963,1,5.54,2,3,F,27,PGG1000
964,1,5.54,8,3,F,24,PGG1000
965,1,5.54,6,3,F,22,PGG1000
966,1,5.54,6,3,F,36,PGG1000
967,1,5.54,0,3,F,33,PGG1000
968,1,5.54,10,3,F,28,PGG1000
969,1,5.54,2,3,F,28,PGG1000
970,1,5.54,2,3,M,46,PGG1000
971,1,5.54,10,3,F,32,PGG1000
972,0,5.54,0,3,F,28,PGG1000
973,1,5.54,6,3,F,22,PGG1000
974,1,5.54,6,3,F,55,PGG1000
975,1,5.54,2,3,M,21,PGG1000
976,1,5.54,2,3,M,20,PGG1000
977,1,5.54,0,3,F,21,PGG1000
978,1,5.54,2,3,F,30,PGG1000
979,1,5.54,2,3,M,22,PGG1000
980,0,5.54,0,3,F,56,PGG1000
981,1,5.54,5,3,F,25,PGG1000
982,1,5.54,10,3,M,35,PGG1000
983,1,5.54,6,3,F,41,PGG1000
984,1,5.54,8,3,F,34,PGG1000
985,1,5.54,0,3,M,43,PGG1000
986,1,5.54,2,3,F,23,PGG1000
987,1,5.54,10,3,M,29,PGG1000
988,1,5.54,4,3,M,22,PGG1000
989,1,5.54,10,3,M,35,PGG1000
990,1,5.54,4,3,F,41,PGG1000
991,1,5.54,4,3,F,20,PGG1000
992,0,5.54,0,3,M,55,PGG1000
993,1,5.54,8,3,F,56,PGG1000
994,1,5.54,0,3,F,37,PGG1000
995,0,5.54,0,3,M,41,PGG1000
996,1,5.54,6,3,F,31,PGG1000
997,1,5.54,2,3,F,32,PGG1000
998,1,5.54,10,3,F,42,PGG1000
999,1,5.54,2,3,F,22,PGG1000
1000,1,5.54,10,3,F,44,PGG1000
1001,1,5.54,2,3,F,25,PGG1000
1002,1,5.54,10,3,M,23,PGG1000
1003,0,5.54,0,3,M,33,PGG1000
1004,1,5.54,2,3,M,65,PGG1000
,,,,,,,
1,1,5.2,2,4,M,52,PGG1000
2,1,5.2,0,4,M,34,PGG1000
3,1,5.2,8,4,M,31,PGG1000
4,1,5.2,6,4,F,32,PGG1000
5,1,5.2,6,4,M,66,PGG1000
6,0,5.2,0,4,F,26,PGG1000
7,1,5.2,0,4,M,43,PGG1000
8,1,5.2,8,4,M,20,PGG1000
9,1,5.2,10,4,F,41,PGG1000
10,1,5.2,4,4,F,21,PGG1000
11,1,5.2,10,4,M,40,PGG1000
12,1,5.2,0,4,F,36,PGG1000
13,1,5.2,10,4,M,21,PGG1000
14,1,5.2,2,4,F,20,PGG1000
15,1,5.2,10,4,F,36,PGG1000
16,1,5.2,8,4,F,28,PGG1000
17,0,5.2,0,4,F,28,PGG1000
18,1,5.2,4,4,F,40,PGG1000
19,1,5.2,6,4,F,22,PGG1000
20,1,5.2,6,4,M,29,PGG1000
21,1,5.2,10,4,M,23,PGG1000
22,1,5.2,6,4,F,26,PGG1000
23,1,5.2,6,4,F,21,PGG1000
24,1,5.2,6,4,F,32,PGG1000
25,1,5.2,6,4,F,35,PGG1000
26,1,5.2,4,4,F,33,PGG1000
27,1,5.2,4,4,F,36,PGG1000
28,1,5.2,6,4,F,42,PGG1000
29,1,5.2,6,4,F,28,PGG1000
30,1,5.2,8,4,F,58,PGG1000
31,1,5.2,8,4,M,32,PGG1000
32,1,5.2,8,4,F,29,PGG1000
33,1,5.2,8,4,F,44,PGG1000
34,1,5.2,8,4,F,25,PGG1000
35,1,5.2,4,4,M,24,PGG1000
36,1,5.2,6,4,F,26,PGG1000
37,1,5.2,6,4,M,24,PGG1000
38,1,5.2,0,4,F,23,PGG1000
39,1,5.2,8,4,F,30,PGG1000
40,1,5.2,8,4,M,21,PGG1000
41,1,5.2,6,4,M,30,PGG1000
42,1,5.2,2,4,M,33,PGG1000
43,1,5.2,2,4,M,25,PGG1000
44,1,5.2,8,4,F,39,PGG1000
45,1,5.2,2,4,F,21,PGG1000
46,1,5.2,6,4,M,43,PGG1000
47,1,5.2,6,4,F,32,PGG1000
48,1,5.2,0,4,M,40,PGG1000
49,0,5.2,0,4,F,42,PGG1000
50,1,5.2,4,4,M,23,PGG1000
51,1,5.2,6,4,F,38,PGG1000
52,1,5.2,8,4,F,23,PGG1000
53,1,5.2,8,4,F,30,PGG1000
54,1,5.2,10,4,M,24,PGG1000
55,1,5.2,10,4,F,28,PGG1000
56,1,5.2,0,4,M,36,PGG1000
57,1,5.2,6,4,M,24,PGG1000
58,1,5.2,4,4,F,27,PGG1000
59,1,5.2,4,4,F,23,PGG1000
60,1,5.2,0,4,M,25,PGG1000
61,1,5.2,6,4,F,29,PGG1000
62,1,5.2,6,4,M,20,PGG1000
63,1,5.2,4,4,F,25,PGG1000
64,1,5.2,4,4,M,37,PGG1000
65,1,5.2,8,4,F,28,PGG1000
66,1,5.2,4,4,F,27,PGG1000
67,0,5.2,0,4,M,19,PGG1000
68,1,5.2,4,4,F,25,PGG1000
69,1,5.2,10,4,F,23,PGG1000
70,1,5.2,10,4,F,21,PGG1000
71,1,5.2,6,4,F,19,PGG1000
72,1,5.2,9,4,F,41,PGG1000
73,1,5.2,6,4,F,23,PGG1000
74,1,5.2,8,4,F,24,PGG1000
75,1,5.2,6,4,F,22,PGG1000
76,1,5.2,6,4,M,22,PGG1000
77,1,5.2,2,4,F,28,PGG1000
78,1,5.2,0,4,M,39,PGG1000
79,1,5.2,6,4,F,55,PGG1000
80,1,5.2,10,4,F,37,PGG1000
81,1,5.2,10,4,M,34,PGG1000
82,1,5.2,0,4,F,23,PGG1000
83,1,5.2,10,4,F,24,PGG1000
84,1,5.2,0,4,F,25,PGG1000
85,1,5.2,10,4,M,49,PGG1000
86,1,5.2,6,4,F,37,PGG1000
87,1,5.2,0,4,F,22,PGG1000
88,1,5.2,0,4,M,22,PGG1000
89,1,5.2,8,4,M,21,PGG1000
90,1,5.2,6,4,F,50,PGG1000
91,1,5.2,8,4,F,52,PGG1000
92,1,5.2,4,4,M,38,PGG1000
93,1,5.2,6,4,M,45,PGG1000
94,0,5.2,0,4,F,22,PGG1000
95,1,5.2,6,4,M,26,PGG1000
96,1,5.2,10,4,F,30,PGG1000
97,1,5.2,6,4,M,20,PGG1000
98,1,5.2,6,4,M,22,PGG1000
99,1,5.2,8,4,F,27,PGG1000
100,1,5.2,6,4,F,47,PGG1000
101,1,5.2,10,4,M,26,PGG1000
102,1,5.2,6,4,F,34,PGG1000
103,1,5.2,10,4,M,32,PGG1000
104,1,5.2,10,4,M,20,PGG1000
105,0,5.2,0,4,M,23,PGG1000
106,1,5.2,8,4,F,38,PGG1000
107,1,5.2,6,4,F,25,PGG1000
108,1,5.2,6,4,F,43,PGG1000
109,1,5.2,0,4,M,29,PGG1000
110,1,5.2,6,4,M,20,PGG1000
111,1,5.2,0,4,M,25,PGG1000
112,1,5.2,6,4,F,46,PGG1000
113,1,5.2,0,4,F,22,PGG1000
114,1,5.2,10,4,M,26,PGG1000
115,1,5.2,4,4,M,24,PGG1000
116,1,5.2,8,4,F,26,PGG1000
117,1,5.2,0,4,F,33,PGG1000
118,1,5.2,6,4,F,60,PGG1000
119,1,5.2,6,4,M,43,PGG1000
120,1,5.2,6,4,F,45,PGG1000
121,1,5.2,10,4,F,31,PGG1000
122,1,5.2,6,4,F,39,PGG1000
123,1,5.2,6,4,M,33,PGG1000
124,1,5.2,0,4,M,19,PGG1000
125,1,5.2,0,4,F,20,PGG1000
126,1,5.2,0,4,M,23,PGG1000
127,1,5.2,4,4,F,24,PGG1000
128,1,5.2,4,4,M,21,PGG1000
129,1,5.2,2,4,F,44,PGG1000
130,1,5.2,6,4,F,37,PGG1000
131,1,5.2,10,4,M,35,PGG1000
132,1,5.2,4,4,M,23,PGG1000
133,1,5.2,2,4,M,29,PGG1000
134,1,5.2,10,4,M,55,PGG1000
135,1,5.2,4,4,M,30,PGG1000
136,1,5.2,0,4,M,24,PGG1000
137,1,5.2,6,4,M,42,PGG1000
138,1,5.2,4,4,F,21,PGG1000
139,1,5.2,10,4,M,38,PGG1000
140,1,5.2,6,4,M,27,PGG1000
141,1,5.2,6,4,F,26,PGG1000
142,1,5.2,8,4,M,42,PGG1000
143,1,5.2,4,4,F,49,PGG1000
144,1,5.2,6,4,M,20,PGG1000
145,1,5.2,2,4,F,22,PGG1000
146,1,5.2,0,4,F,31,PGG1000
147,1,5.2,4,4,M,27,PGG1000
148,1,5.2,8,4,F,24,PGG1000
149,1,5.2,2,4,M,37,PGG1000
150,1,5.2,4,4,F,34,PGG1000
151,1,5.2,0,4,M,28,PGG1000
152,1,5.2,8,4,F,28,PGG1000
153,1,5.2,8,4,M,24,PGG1000
154,0,5.2,0,4,#N/A,#N/A,PGG1000
155,1,5.2,8,4,F,23,PGG1000
156,1,5.2,0,4,M,26,PGG1000
157,1,5.2,0,4,F,29,PGG1000
158,1,5.2,6,4,F,21,PGG1000
159,1,5.2,6,4,M,45,PGG1000
160,1,5.2,4,4,F,49,PGG1000
161,1,5.2,8,4,F,29,PGG1000
162,1,5.2,6,4,F,30,PGG1000
163,1,5.2,4,4,M,21,PGG1000
164,0,5.2,0,4,F,38,PGG1000
165,1,5.2,10,4,M,27,PGG1000
166,1,5.2,0,4,M,24,PGG1000
167,1,5.2,6,4,M,25,PGG1000
168,1,5.2,10,4,M,28,PGG1000
169,1,5.2,6,4,F,23,PGG1000
170,1,5.2,10,4,F,25,PGG1000
171,1,5.2,10,4,M,27,PGG1000
172,1,5.2,4,4,F,23,PGG1000
173,1,5.2,4,4,M,21,PGG1000
174,1,5.2,6,4,F,31,PGG1000
175,1,5.2,6,4,F,35,PGG1000
176,1,5.2,0,4,M,37,PGG1000
177,1,5.2,6,4,F,23,PGG1000
178,1,5.2,10,4,M,35,PGG1000
179,1,5.2,8,4,F,25,PGG1000
180,1,5.2,8,4,F,52,PGG1000
181,1,5.2,6,4,F,44,PGG1000
182,0,5.2,0,4,M,39,PGG1000
183,1,5.2,8,4,M,53,PGG1000
184,1,5.2,6,4,M,28,PGG1000
185,1,5.2,6,4,F,27,PGG1000
186,1,5.2,6,4,M,36,PGG1000
187,1,5.2,6,4,M,21,PGG1000
188,1,5.2,4,4,F,24,PGG1000
189,0,5.2,0,4,F,27,PGG1000
190,1,5.2,4,4,F,26,PGG1000
191,1,5.2,2,4,F,25,PGG1000
192,1,5.2,4,4,F,38,PGG1000
193,1,5.2,2,4,F,28,PGG1000
194,1,5.2,0,4,F,36,PGG1000
195,1,5.2,6,4,F,43,PGG1000
196,1,5.2,10,4,F,41,PGG1000
197,1,5.2,6,4,F,36,PGG1000
198,1,5.2,4,4,F,28,PGG1000
199,1,5.2,8,4,F,56,PGG1000
200,1,5.2,6,4,F,21,PGG1000
201,1,5.2,4,4,M,22,PGG1000
202,1,5.2,6,4,F,42,PGG1000
203,1,5.2,4,4,F,25,PGG1000
204,1,5.2,0,4,M,25,PGG1000
205,1,5.2,4,4,F,24,PGG1000
206,1,5.2,6,4,F,44,PGG1000
207,0,5.2,0,4,M,29,PGG1000
208,1,5.2,2,4,F,39,PGG1000
209,1,5.2,4,4,F,33,PGG1000
210,1,5.2,8,4,F,25,PGG1000
211,1,5.2,6,4,F,37,PGG1000
212,0,5.2,0,4,F,26,PGG1000
213,1,5.2,6,4,F,44,PGG1000
214,1,5.2,8,4,F,46,PGG1000
215,0,5.2,0,4,M,27,PGG1000
216,1,5.2,6,4,F,20,PGG1000
217,1,5.2,2,4,F,21,PGG1000
218,1,5.2,4,4,F,20,PGG1000
219,1,5.2,0,4,F,28,PGG1000
220,1,5.2,8,4,F,42,PGG1000
221,1,5.2,8,4,F,27,PGG1000
222,1,5.2,6,4,F,29,PGG1000
223,1,5.2,6,4,F,51,PGG1000
224,1,5.2,4,4,F,25,PGG1000
225,0,5.2,0,4,M,51,PGG1000
226,1,5.2,4,4,F,20,PGG1000
227,1,5.2,0,4,F,22,PGG1000
228,1,5.2,4,4,M,23,PGG1000
229,1,5.2,6,4,M,64,PGG1000
230,1,5.2,4,4,F,22,PGG1000
231,1,5.2,8,4,F,26,PGG1000
232,1,5.2,6,4,M,27,PGG1000
233,1,5.2,8,4,F,29,PGG1000
234,1,5.2,4,4,F,30,PGG1000
235,1,5.2,8,4,F,34,PGG1000
236,1,5.2,6,4,F,26,PGG1000
237,1,5.2,10,4,F,25,PGG1000
238,0,5.2,0,4,F,22,PGG1000
239,1,5.2,8,4,F,38,PGG1000
240,1,5.2,8,4,F,52,PGG1000
241,1,5.2,2,4,F,23,PGG1000
242,1,5.2,4,4,F,42,PGG1000
243,1,5.2,4,4,F,30,PGG1000
244,1,5.2,6,4,F,25,PGG1000
245,1,5.2,4,4,M,40,PGG1000
246,0,5.2,0,4,M,31,PGG1000
247,0,5.2,0,4,F,55,PGG1000
248,1,5.2,8,4,F,25,PGG1000
249,0,5.2,0,4,F,20,PGG1000
250,1,5.2,4,4,F,22,PGG1000
251,1,5.2,6,4,F,23,PGG1000
252,1,5.2,4,4,F,25,PGG1000
253,1,5.2,10,4,M,22,PGG1000
254,1,5.2,2,4,M,20,PGG1000
255,1,5.2,6,4,M,22,PGG1000
256,1,5.2,6,4,M,41,PGG1000
257,1,5.2,4,4,M,45,PGG1000
258,1,5.2,8,4,F,47,PGG1000
259,1,5.2,0,4,M,32,PGG1000
260,1,5.2,4,4,F,35,PGG1000
261,1,5.2,8,4,F,21,PGG1000
262,1,5.2,8,4,F,26,PGG1000
263,1,5.2,6,4,F,28,PGG1000
264,1,5.2,10,4,F,48,PGG1000
265,1,5.2,2,4,F,19,PGG1000
266,1,5.2,6,4,F,25,PGG1000
267,1,5.2,4,4,F,22,PGG1000
268,1,5.2,2,4,M,38,PGG1000
269,1,5.2,4,4,F,30,PGG1000
270,1,5.2,0,4,F,23,PGG1000
271,1,5.2,4,4,F,62,PGG1000
272,1,5.2,0,4,M,21,PGG1000
273,1,5.2,2,4,F,23,PGG1000
274,1,5.2,0,4,M,28,PGG1000
275,1,5.2,0,4,M,22,PGG1000
276,0,5.2,0,4,M,21,PGG1000
277,1,5.2,6,4,F,26,PGG1000
